"date","geography","geography code","Rural Urban","Residence Type: All categories: Residence type; measures: Value","Residence Type: Lives in a household; measures: Value","Residence Type: Lives in a communal establishment; measures: Value","Residence Type: Communal establishments with persons sleeping rough identified; measures: Value"
"2011","Islington","E09000019","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Kensington and Chelsea","E09000020","Total",158649,155939,2710,1
"2011","Kensington and Chelsea","E09000020","Urban (total)",158649,155939,2710,1
"2011","Kensington and Chelsea","E09000020","Urban major conurbation",158649,155939,2710,1
"2011","Kensington and Chelsea","E09000020","Urban minor conurbation",0,0,0,0
"2011","Kensington and Chelsea","E09000020","Urban city and town",0,0,0,0
"2011","Kensington and Chelsea","E09000020","Urban city and town in a sparse setting",0,0,0,0
"2011","Kensington and Chelsea","E09000020","Rural (total)",0,0,0,0
"2011","Kensington and Chelsea","E09000020","Rural town and fringe",0,0,0,0
"2011","Kensington and Chelsea","E09000020","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Kensington and Chelsea","E09000020","Rural village",0,0,0,0
"2011","Kensington and Chelsea","E09000020","Rural village in a sparse setting",0,0,0,0
"2011","Kensington and Chelsea","E09000020","Rural hamlet and isolated dwellings",0,0,0,0
"2011","Kensington and Chelsea","E09000020","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Lambeth","E09000022","Total",303086,300101,2985,2
"2011","Lambeth","E09000022","Urban (total)",303086,300101,2985,2
"2011","Lambeth","E09000022","Urban major conurbation",303086,300101,2985,2
"2011","Lambeth","E09000022","Urban minor conurbation",0,0,0,0
"2011","Lambeth","E09000022","Urban city and town",0,0,0,0
"2011","Lambeth","E09000022","Urban city and town in a sparse setting",0,0,0,0
"2011","Lambeth","E09000022","Rural (total)",0,0,0,0
"2011","Lambeth","E09000022","Rural town and fringe",0,0,0,0
"2011","Lambeth","E09000022","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Lambeth","E09000022","Rural village",0,0,0,0
"2011","Lambeth","E09000022","Rural village in a sparse setting",0,0,0,0
"2011","Lambeth","E09000022","Rural hamlet and isolated dwellings",0,0,0,0
"2011","Lambeth","E09000022","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Lewisham","E09000023","Total",275885,273342,2543,1
"2011","Lewisham","E09000023","Urban (total)",275885,273342,2543,1
"2011","Lewisham","E09000023","Urban major conurbation",275885,273342,2543,1
"2011","Lewisham","E09000023","Urban minor conurbation",0,0,0,0
"2011","Lewisham","E09000023","Urban city and town",0,0,0,0
"2011","Lewisham","E09000023","Urban city and town in a sparse setting",0,0,0,0
"2011","Lewisham","E09000023","Rural (total)",0,0,0,0
"2011","Lewisham","E09000023","Rural town and fringe",0,0,0,0
"2011","Lewisham","E09000023","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Lewisham","E09000023","Rural village",0,0,0,0
"2011","Lewisham","E09000023","Rural village in a sparse setting",0,0,0,0
"2011","Lewisham","E09000023","Rural hamlet and isolated dwellings",0,0,0,0
"2011","Lewisham","E09000023","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Newham","E09000025","Total",307984,306009,1975,1
"2011","Newham","E09000025","Urban (total)",307984,306009,1975,1
"2011","Newham","E09000025","Urban major conurbation",307984,306009,1975,1
"2011","Newham","E09000025","Urban minor conurbation",0,0,0,0
"2011","Newham","E09000025","Urban city and town",0,0,0,0
"2011","Newham","E09000025","Urban city and town in a sparse setting",0,0,0,0
"2011","Newham","E09000025","Rural (total)",0,0,0,0
"2011","Newham","E09000025","Rural town and fringe",0,0,0,0
"2011","Newham","E09000025","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Newham","E09000025","Rural village",0,0,0,0
"2011","Newham","E09000025","Rural village in a sparse setting",0,0,0,0
"2011","Newham","E09000025","Rural hamlet and isolated dwellings",0,0,0,0
"2011","Newham","E09000025","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Southwark","E09000028","Total",288283,282560,5723,1
"2011","Southwark","E09000028","Urban (total)",288283,282560,5723,1
"2011","Southwark","E09000028","Urban major conurbation",288283,282560,5723,1
"2011","Southwark","E09000028","Urban minor conurbation",0,0,0,0
"2011","Southwark","E09000028","Urban city and town",0,0,0,0
"2011","Southwark","E09000028","Urban city and town in a sparse setting",0,0,0,0
"2011","Southwark","E09000028","Rural (total)",0,0,0,0
"2011","Southwark","E09000028","Rural town and fringe",0,0,0,0
"2011","Southwark","E09000028","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Southwark","E09000028","Rural village",0,0,0,0
"2011","Southwark","E09000028","Rural village in a sparse setting",0,0,0,0
"2011","Southwark","E09000028","Rural hamlet and isolated dwellings",0,0,0,0
"2011","Southwark","E09000028","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Tower Hamlets","E09000030","Total",254096,250343,3753,0
"2011","Tower Hamlets","E09000030","Urban (total)",254096,250343,3753,0
"2011","Tower Hamlets","E09000030","Urban major conurbation",254096,250343,3753,0
"2011","Tower Hamlets","E09000030","Urban minor conurbation",0,0,0,0
"2011","Tower Hamlets","E09000030","Urban city and town",0,0,0,0
"2011","Tower Hamlets","E09000030","Urban city and town in a sparse setting",0,0,0,0
"2011","Tower Hamlets","E09000030","Rural (total)",0,0,0,0
"2011","Tower Hamlets","E09000030","Rural town and fringe",0,0,0,0
"2011","Tower Hamlets","E09000030","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Tower Hamlets","E09000030","Rural village",0,0,0,0
"2011","Tower Hamlets","E09000030","Rural village in a sparse setting",0,0,0,0
"2011","Tower Hamlets","E09000030","Rural hamlet and isolated dwellings",0,0,0,0
"2011","Tower Hamlets","E09000030","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Wandsworth","E09000032","Total",306995,301648,5347,0
"2011","Wandsworth","E09000032","Urban (total)",306995,301648,5347,0
"2011","Wandsworth","E09000032","Urban major conurbation",306995,301648,5347,0
"2011","Wandsworth","E09000032","Urban minor conurbation",0,0,0,0
"2011","Wandsworth","E09000032","Urban city and town",0,0,0,0
"2011","Wandsworth","E09000032","Urban city and town in a sparse setting",0,0,0,0
"2011","Wandsworth","E09000032","Rural (total)",0,0,0,0
"2011","Wandsworth","E09000032","Rural town and fringe",0,0,0,0
"2011","Wandsworth","E09000032","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Wandsworth","E09000032","Rural village",0,0,0,0
"2011","Wandsworth","E09000032","Rural village in a sparse setting",0,0,0,0
"2011","Wandsworth","E09000032","Rural hamlet and isolated dwellings",0,0,0,0
"2011","Wandsworth","E09000032","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Westminster","E09000033","Total",219396,213208,6188,2
"2011","Westminster","E09000033","Urban (total)",219396,213208,6188,2
"2011","Westminster","E09000033","Urban major conurbation",219396,213208,6188,2
"2011","Westminster","E09000033","Urban minor conurbation",0,0,0,0
"2011","Westminster","E09000033","Urban city and town",0,0,0,0
"2011","Westminster","E09000033","Urban city and town in a sparse setting",0,0,0,0
"2011","Westminster","E09000033","Rural (total)",0,0,0,0
"2011","Westminster","E09000033","Rural town and fringe",0,0,0,0
"2011","Westminster","E09000033","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Westminster","E09000033","Rural village",0,0,0,0
"2011","Westminster","E09000033","Rural village in a sparse setting",0,0,0,0
"2011","Westminster","E09000033","Rural hamlet and isolated dwellings",0,0,0,0
"2011","Westminster","E09000033","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Barking and Dagenham","E09000002","Total",185911,184901,1010,0
"2011","Barking and Dagenham","E09000002","Urban (total)",185911,184901,1010,0
"2011","Barking and Dagenham","E09000002","Urban major conurbation",185911,184901,1010,0
"2011","Barking and Dagenham","E09000002","Urban minor conurbation",0,0,0,0
"2011","Barking and Dagenham","E09000002","Urban city and town",0,0,0,0
"2011","Barking and Dagenham","E09000002","Urban city and town in a sparse setting",0,0,0,0
"2011","Barking and Dagenham","E09000002","Rural (total)",0,0,0,0
"2011","Barking and Dagenham","E09000002","Rural town and fringe",0,0,0,0
"2011","Barking and Dagenham","E09000002","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Barking and Dagenham","E09000002","Rural village",0,0,0,0
"2011","Barking and Dagenham","E09000002","Rural village in a sparse setting",0,0,0,0
"2011","Barking and Dagenham","E09000002","Rural hamlet and isolated dwellings",0,0,0,0
"2011","Barking and Dagenham","E09000002","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Barnet","E09000003","Total",356386,352597,3789,1
"2011","Barnet","E09000003","Urban (total)",356386,352597,3789,1
"2011","Barnet","E09000003","Urban major conurbation",355633,351847,3786,1
"2011","Barnet","E09000003","Urban minor conurbation",0,0,0,0
"2011","Barnet","E09000003","Urban city and town",753,750,3,0
"2011","Barnet","E09000003","Urban city and town in a sparse setting",0,0,0,0
"2011","Barnet","E09000003","Rural (total)",0,0,0,0
"2011","Barnet","E09000003","Rural town and fringe",0,0,0,0
"2011","Barnet","E09000003","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Barnet","E09000003","Rural village",0,0,0,0
"2011","Barnet","E09000003","Rural village in a sparse setting",0,0,0,0
"2011","Barnet","E09000003","Rural hamlet and isolated dwellings",0,0,0,0
"2011","Barnet","E09000003","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Bexley","E09000004","Total",231997,230902,1095,1
"2011","Bexley","E09000004","Urban (total)",231845,230769,1076,1
"2011","Bexley","E09000004","Urban major conurbation",231845,230769,1076,1
"2011","Bexley","E09000004","Urban minor conurbation",0,0,0,0
"2011","Bexley","E09000004","Urban city and town",0,0,0,0
"2011","Bexley","E09000004","Urban city and town in a sparse setting",0,0,0,0
"2011","Bexley","E09000004","Rural (total)",152,133,19,0
"2011","Bexley","E09000004","Rural town and fringe",0,0,0,0
"2011","Bexley","E09000004","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Bexley","E09000004","Rural village",0,0,0,0
"2011","Bexley","E09000004","Rural village in a sparse setting",0,0,0,0
"2011","Bexley","E09000004","Rural hamlet and isolated dwellings",152,133,19,0
"2011","Bexley","E09000004","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Brent","E09000005","Total",311215,308895,2320,1
"2011","Brent","E09000005","Urban (total)",311215,308895,2320,1
"2011","Brent","E09000005","Urban major conurbation",311215,308895,2320,1
"2011","Brent","E09000005","Urban minor conurbation",0,0,0,0
"2011","Brent","E09000005","Urban city and town",0,0,0,0
"2011","Brent","E09000005","Urban city and town in a sparse setting",0,0,0,0
"2011","Brent","E09000005","Rural (total)",0,0,0,0
"2011","Brent","E09000005","Rural town and fringe",0,0,0,0
"2011","Brent","E09000005","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Brent","E09000005","Rural village",0,0,0,0
"2011","Brent","E09000005","Rural village in a sparse setting",0,0,0,0
"2011","Brent","E09000005","Rural hamlet and isolated dwellings",0,0,0,0
"2011","Brent","E09000005","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Bromley","E09000006","Total",309392,307023,2369,0
"2011","Bromley","E09000006","Urban (total)",305937,303578,2359,0
"2011","Bromley","E09000006","Urban major conurbation",291763,289417,2346,0
"2011","Bromley","E09000006","Urban minor conurbation",0,0,0,0
"2011","Bromley","E09000006","Urban city and town",14174,14161,13,0
"2011","Bromley","E09000006","Urban city and town in a sparse setting",0,0,0,0
"2011","Bromley","E09000006","Rural (total)",3455,3445,10,0
"2011","Bromley","E09000006","Rural town and fringe",603,593,10,0
"2011","Bromley","E09000006","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Bromley","E09000006","Rural village",1698,1698,0,0
"2011","Bromley","E09000006","Rural village in a sparse setting",0,0,0,0
"2011","Bromley","E09000006","Rural hamlet and isolated dwellings",1154,1154,0,0
"2011","Bromley","E09000006","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Croydon","E09000008","Total",363378,360230,3148,0
"2011","Croydon","E09000008","Urban (total)",363378,360230,3148,0
"2011","Croydon","E09000008","Urban major conurbation",363378,360230,3148,0
"2011","Croydon","E09000008","Urban minor conurbation",0,0,0,0
"2011","Croydon","E09000008","Urban city and town",0,0,0,0
"2011","Croydon","E09000008","Urban city and town in a sparse setting",0,0,0,0
"2011","Croydon","E09000008","Rural (total)",0,0,0,0
"2011","Croydon","E09000008","Rural town and fringe",0,0,0,0
"2011","Croydon","E09000008","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Croydon","E09000008","Rural village",0,0,0,0
"2011","Croydon","E09000008","Rural village in a sparse setting",0,0,0,0
"2011","Croydon","E09000008","Rural hamlet and isolated dwellings",0,0,0,0
"2011","Croydon","E09000008","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Ealing","E09000009","Total",338449,334725,3724,0
"2011","Ealing","E09000009","Urban (total)",338449,334725,3724,0
"2011","Ealing","E09000009","Urban major conurbation",338449,334725,3724,0
"2011","Ealing","E09000009","Urban minor conurbation",0,0,0,0
"2011","Ealing","E09000009","Urban city and town",0,0,0,0
"2011","Ealing","E09000009","Urban city and town in a sparse setting",0,0,0,0
"2011","Ealing","E09000009","Rural (total)",0,0,0,0
"2011","Ealing","E09000009","Rural town and fringe",0,0,0,0
"2011","Ealing","E09000009","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Ealing","E09000009","Rural village",0,0,0,0
"2011","Ealing","E09000009","Rural village in a sparse setting",0,0,0,0
"2011","Ealing","E09000009","Rural hamlet and isolated dwellings",0,0,0,0
"2011","Ealing","E09000009","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Enfield","E09000010","Total",312466,310066,2400,0
"2011","Enfield","E09000010","Urban (total)",310988,308825,2163,0
"2011","Enfield","E09000010","Urban major conurbation",309171,307045,2126,0
"2011","Enfield","E09000010","Urban minor conurbation",0,0,0,0
"2011","Enfield","E09000010","Urban city and town",1817,1780,37,0
"2011","Enfield","E09000010","Urban city and town in a sparse setting",0,0,0,0
"2011","Enfield","E09000010","Rural (total)",1478,1241,237,0
"2011","Enfield","E09000010","Rural town and fringe",0,0,0,0
"2011","Enfield","E09000010","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Enfield","E09000010","Rural village",1064,827,237,0
"2011","Enfield","E09000010","Rural village in a sparse setting",0,0,0,0
"2011","Enfield","E09000010","Rural hamlet and isolated dwellings",414,414,0,0
"2011","Enfield","E09000010","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Greenwich","E09000011","Total",254557,249991,4566,0
"2011","Greenwich","E09000011","Urban (total)",254557,249991,4566,0
"2011","Greenwich","E09000011","Urban major conurbation",254557,249991,4566,0
"2011","Greenwich","E09000011","Urban minor conurbation",0,0,0,0
"2011","Greenwich","E09000011","Urban city and town",0,0,0,0
"2011","Greenwich","E09000011","Urban city and town in a sparse setting",0,0,0,0
"2011","Greenwich","E09000011","Rural (total)",0,0,0,0
"2011","Greenwich","E09000011","Rural town and fringe",0,0,0,0
"2011","Greenwich","E09000011","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Greenwich","E09000011","Rural village",0,0,0,0
"2011","Greenwich","E09000011","Rural village in a sparse setting",0,0,0,0
"2011","Greenwich","E09000011","Rural hamlet and isolated dwellings",0,0,0,0
"2011","Greenwich","E09000011","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Harrow","E09000015","Total",239056,236970,2086,0
"2011","Harrow","E09000015","Urban (total)",238455,236372,2083,0
"2011","Harrow","E09000015","Urban major conurbation",238455,236372,2083,0
"2011","Harrow","E09000015","Urban minor conurbation",0,0,0,0
"2011","Harrow","E09000015","Urban city and town",0,0,0,0
"2011","Harrow","E09000015","Urban city and town in a sparse setting",0,0,0,0
"2011","Harrow","E09000015","Rural (total)",601,598,3,0
"2011","Harrow","E09000015","Rural town and fringe",0,0,0,0
"2011","Harrow","E09000015","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Harrow","E09000015","Rural village",601,598,3,0
"2011","Harrow","E09000015","Rural village in a sparse setting",0,0,0,0
"2011","Harrow","E09000015","Rural hamlet and isolated dwellings",0,0,0,0
"2011","Harrow","E09000015","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Havering","E09000016","Total",237232,235671,1561,1
"2011","Havering","E09000016","Urban (total)",235372,233929,1443,1
"2011","Havering","E09000016","Urban major conurbation",234684,233263,1421,1
"2011","Havering","E09000016","Urban minor conurbation",0,0,0,0
"2011","Havering","E09000016","Urban city and town",688,666,22,0
"2011","Havering","E09000016","Urban city and town in a sparse setting",0,0,0,0
"2011","Havering","E09000016","Rural (total)",1860,1742,118,0
"2011","Havering","E09000016","Rural town and fringe",512,512,0,0
"2011","Havering","E09000016","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Havering","E09000016","Rural village",259,255,4,0
"2011","Havering","E09000016","Rural village in a sparse setting",0,0,0,0
"2011","Havering","E09000016","Rural hamlet and isolated dwellings",1089,975,114,0
"2011","Havering","E09000016","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Hillingdon","E09000017","Total",273936,267227,6709,0
"2011","Hillingdon","E09000017","Urban (total)",266537,260046,6491,0
"2011","Hillingdon","E09000017","Urban major conurbation",263476,257268,6208,0
"2011","Hillingdon","E09000017","Urban minor conurbation",0,0,0,0
"2011","Hillingdon","E09000017","Urban city and town",3061,2778,283,0
"2011","Hillingdon","E09000017","Urban city and town in a sparse setting",0,0,0,0
"2011","Hillingdon","E09000017","Rural (total)",7399,7181,218,0
"2011","Hillingdon","E09000017","Rural town and fringe",6416,6248,168,0
"2011","Hillingdon","E09000017","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Hillingdon","E09000017","Rural village",865,815,50,0
"2011","Hillingdon","E09000017","Rural village in a sparse setting",0,0,0,0
"2011","Hillingdon","E09000017","Rural hamlet and isolated dwellings",118,118,0,0
"2011","Hillingdon","E09000017","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Hounslow","E09000018","Total",253957,251961,1996,2
"2011","Hounslow","E09000018","Urban (total)",253957,251961,1996,2
"2011","Hounslow","E09000018","Urban major conurbation",253957,251961,1996,2
"2011","Hounslow","E09000018","Urban minor conurbation",0,0,0,0
"2011","Hounslow","E09000018","Urban city and town",0,0,0,0
"2011","Hounslow","E09000018","Urban city and town in a sparse setting",0,0,0,0
"2011","Hounslow","E09000018","Rural (total)",0,0,0,0
"2011","Hounslow","E09000018","Rural town and fringe",0,0,0,0
"2011","Hounslow","E09000018","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Hounslow","E09000018","Rural village",0,0,0,0
"2011","Hounslow","E09000018","Rural village in a sparse setting",0,0,0,0
"2011","Hounslow","E09000018","Rural hamlet and isolated dwellings",0,0,0,0
"2011","Hounslow","E09000018","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Kingston upon Thames","E09000021","Total",160060,156358,3702,0
"2011","Kingston upon Thames","E09000021","Urban (total)",159636,155934,3702,0
"2011","Kingston upon Thames","E09000021","Urban major conurbation",156986,153645,3341,0
"2011","Kingston upon Thames","E09000021","Urban minor conurbation",0,0,0,0
"2011","Kingston upon Thames","E09000021","Urban city and town",2650,2289,361,0
"2011","Kingston upon Thames","E09000021","Urban city and town in a sparse setting",0,0,0,0
"2011","Kingston upon Thames","E09000021","Rural (total)",424,424,0,0
"2011","Kingston upon Thames","E09000021","Rural town and fringe",0,0,0,0
"2011","Kingston upon Thames","E09000021","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Kingston upon Thames","E09000021","Rural village",424,424,0,0
"2011","Kingston upon Thames","E09000021","Rural village in a sparse setting",0,0,0,0
"2011","Kingston upon Thames","E09000021","Rural hamlet and isolated dwellings",0,0,0,0
"2011","Kingston upon Thames","E09000021","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Merton","E09000024","Total",199693,198217,1476,1
"2011","Merton","E09000024","Urban (total)",199693,198217,1476,1
"2011","Merton","E09000024","Urban major conurbation",199693,198217,1476,1
"2011","Merton","E09000024","Urban minor conurbation",0,0,0,0
"2011","Merton","E09000024","Urban city and town",0,0,0,0
"2011","Merton","E09000024","Urban city and town in a sparse setting",0,0,0,0
"2011","Merton","E09000024","Rural (total)",0,0,0,0
"2011","Merton","E09000024","Rural town and fringe",0,0,0,0
"2011","Merton","E09000024","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Merton","E09000024","Rural village",0,0,0,0
"2011","Merton","E09000024","Rural village in a sparse setting",0,0,0,0
"2011","Merton","E09000024","Rural hamlet and isolated dwellings",0,0,0,0
"2011","Merton","E09000024","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Redbridge","E09000026","Total",278970,277323,1647,1
"2011","Redbridge","E09000026","Urban (total)",278970,277323,1647,1
"2011","Redbridge","E09000026","Urban major conurbation",278970,277323,1647,1
"2011","Redbridge","E09000026","Urban minor conurbation",0,0,0,0
"2011","Redbridge","E09000026","Urban city and town",0,0,0,0
"2011","Redbridge","E09000026","Urban city and town in a sparse setting",0,0,0,0
"2011","Redbridge","E09000026","Rural (total)",0,0,0,0
"2011","Redbridge","E09000026","Rural town and fringe",0,0,0,0
"2011","Redbridge","E09000026","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Redbridge","E09000026","Rural village",0,0,0,0
"2011","Redbridge","E09000026","Rural village in a sparse setting",0,0,0,0
"2011","Redbridge","E09000026","Rural hamlet and isolated dwellings",0,0,0,0
"2011","Redbridge","E09000026","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Richmond upon Thames","E09000027","Total",186990,184098,2892,1
"2011","Richmond upon Thames","E09000027","Urban (total)",186990,184098,2892,1
"2011","Richmond upon Thames","E09000027","Urban major conurbation",186990,184098,2892,1
"2011","Richmond upon Thames","E09000027","Urban minor conurbation",0,0,0,0
"2011","Richmond upon Thames","E09000027","Urban city and town",0,0,0,0
"2011","Richmond upon Thames","E09000027","Urban city and town in a sparse setting",0,0,0,0
"2011","Richmond upon Thames","E09000027","Rural (total)",0,0,0,0
"2011","Richmond upon Thames","E09000027","Rural town and fringe",0,0,0,0
"2011","Richmond upon Thames","E09000027","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Richmond upon Thames","E09000027","Rural village",0,0,0,0
"2011","Richmond upon Thames","E09000027","Rural village in a sparse setting",0,0,0,0
"2011","Richmond upon Thames","E09000027","Rural hamlet and isolated dwellings",0,0,0,0
"2011","Richmond upon Thames","E09000027","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Sutton","E09000029","Total",190146,188695,1451,0
"2011","Sutton","E09000029","Urban (total)",190146,188695,1451,0
"2011","Sutton","E09000029","Urban major conurbation",189719,188337,1382,0
"2011","Sutton","E09000029","Urban minor conurbation",0,0,0,0
"2011","Sutton","E09000029","Urban city and town",427,358,69,0
"2011","Sutton","E09000029","Urban city and town in a sparse setting",0,0,0,0
"2011","Sutton","E09000029","Rural (total)",0,0,0,0
"2011","Sutton","E09000029","Rural town and fringe",0,0,0,0
"2011","Sutton","E09000029","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Sutton","E09000029","Rural village",0,0,0,0
"2011","Sutton","E09000029","Rural village in a sparse setting",0,0,0,0
"2011","Sutton","E09000029","Rural hamlet and isolated dwellings",0,0,0,0
"2011","Sutton","E09000029","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Waltham Forest","E09000031","Total",258249,256615,1634,0
"2011","Waltham Forest","E09000031","Urban (total)",258249,256615,1634,0
"2011","Waltham Forest","E09000031","Urban major conurbation",258249,256615,1634,0
"2011","Waltham Forest","E09000031","Urban minor conurbation",0,0,0,0
"2011","Waltham Forest","E09000031","Urban city and town",0,0,0,0
"2011","Waltham Forest","E09000031","Urban city and town in a sparse setting",0,0,0,0
"2011","Waltham Forest","E09000031","Rural (total)",0,0,0,0
"2011","Waltham Forest","E09000031","Rural town and fringe",0,0,0,0
"2011","Waltham Forest","E09000031","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Waltham Forest","E09000031","Rural village",0,0,0,0
"2011","Waltham Forest","E09000031","Rural village in a sparse setting",0,0,0,0
"2011","Waltham Forest","E09000031","Rural hamlet and isolated dwellings",0,0,0,0
"2011","Waltham Forest","E09000031","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Bracknell Forest","E06000036","Total",113205,110512,2693,0
"2011","Bracknell Forest","E06000036","Urban (total)",110896,108206,2690,0
"2011","Bracknell Forest","E06000036","Urban major conurbation",0,0,0,0
"2011","Bracknell Forest","E06000036","Urban minor conurbation",0,0,0,0
"2011","Bracknell Forest","E06000036","Urban city and town",110896,108206,2690,0
"2011","Bracknell Forest","E06000036","Urban city and town in a sparse setting",0,0,0,0
"2011","Bracknell Forest","E06000036","Rural (total)",2309,2306,3,0
"2011","Bracknell Forest","E06000036","Rural town and fringe",106,106,0,0
"2011","Bracknell Forest","E06000036","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Bracknell Forest","E06000036","Rural village",1089,1089,0,0
"2011","Bracknell Forest","E06000036","Rural village in a sparse setting",0,0,0,0
"2011","Bracknell Forest","E06000036","Rural hamlet and isolated dwellings",1114,1111,3,0
"2011","Bracknell Forest","E06000036","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Brighton and Hove","E06000043","Total",273369,266059,7310,1
"2011","Brighton and Hove","E06000043","Urban (total)",269051,265203,3848,1
"2011","Brighton and Hove","E06000043","Urban major conurbation",0,0,0,0
"2011","Brighton and Hove","E06000043","Urban minor conurbation",0,0,0,0
"2011","Brighton and Hove","E06000043","Urban city and town",269051,265203,3848,1
"2011","Brighton and Hove","E06000043","Urban city and town in a sparse setting",0,0,0,0
"2011","Brighton and Hove","E06000043","Rural (total)",4318,856,3462,0
"2011","Brighton and Hove","E06000043","Rural town and fringe",1004,361,643,0
"2011","Brighton and Hove","E06000043","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Brighton and Hove","E06000043","Rural village",0,0,0,0
"2011","Brighton and Hove","E06000043","Rural village in a sparse setting",0,0,0,0
"2011","Brighton and Hove","E06000043","Rural hamlet and isolated dwellings",3314,495,2819,0
"2011","Brighton and Hove","E06000043","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Isle of Wight","E06000046","Total",138265,133713,4552,1
"2011","Isle of Wight","E06000046","Urban (total)",93566,90004,3562,0
"2011","Isle of Wight","E06000046","Urban major conurbation",0,0,0,0
"2011","Isle of Wight","E06000046","Urban minor conurbation",0,0,0,0
"2011","Isle of Wight","E06000046","Urban city and town",93566,90004,3562,0
"2011","Isle of Wight","E06000046","Urban city and town in a sparse setting",0,0,0,0
"2011","Isle of Wight","E06000046","Rural (total)",44699,43709,990,1
"2011","Isle of Wight","E06000046","Rural town and fringe",26689,25998,691,0
"2011","Isle of Wight","E06000046","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Isle of Wight","E06000046","Rural village",10008,9905,103,1
"2011","Isle of Wight","E06000046","Rural village in a sparse setting",0,0,0,0
"2011","Isle of Wight","E06000046","Rural hamlet and isolated dwellings",8002,7806,196,0
"2011","Isle of Wight","E06000046","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Medway","E06000035","Total",263925,259988,3937,0
"2011","Medway","E06000035","Urban (total)",235468,231631,3837,0
"2011","Medway","E06000035","Urban major conurbation",0,0,0,0
"2011","Medway","E06000035","Urban minor conurbation",0,0,0,0
"2011","Medway","E06000035","Urban city and town",235468,231631,3837,0
"2011","Medway","E06000035","Urban city and town in a sparse setting",0,0,0,0
"2011","Medway","E06000035","Rural (total)",28457,28357,100,0
